velocity,18768,
velocity,16981,
velocity,18002,
velocity,17747,
velocity,17748,
velocity,3338,
velocity,16724,
velocity,11075,
velocity,18768,
velocity,21317,
velocity,20036,
velocity,16981,
velocity,17981,
velocity,12594,
velocity,13325,
velocity,2625,
velocity,21547,
velocity,17225,
velocity,20546,
velocity,21830,
velocity,21061,
velocity,21317,
velocity,21517,
velocity,2625,
velocity,21547,
velocity,17225,
velocity,20563,
velocity,17742,
velocity,17474,
velocity,21830,
velocity,15665,
velocity,12852,
velocity,3338,
velocity,16724,
velocity,11075,
velocity,18768,
velocity,16981,
velocity,18002,
velocity,17747,
velocity,17748,
velocity,3338,
velocity,16724,
velocity,11075,
velocity,18768,
velocity,21317,
velocity,20036,
velocity,16981,
velocity,17981,
velocity,12594,
velocity,13325,
velocity,2625,
velocity,21547,
velocity,17225,
velocity,20546,
velocity,21830,
velocity,21061,
velocity,21317,
velocity,21517,
velocity,2625,
velocity,21547,
velocity,256,
velocity,30720,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,256,
velocity,30720,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,256,
velocity,30720,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,256,
velocity,30720,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,256,
velocity,30720,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,256,
velocity,30720,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
velocity,0,
